,File_Name,Content,Category,Complete_Filename
1165,270.txt,"                   Defection timed to hit tax pledge
0  With impeccable and precisely-calculated timin...
1  With just about everyone in Westminster now wo...
2  ""At this election, people will have a clear ch...
3  ""The election is not going to be decided on wh...",politics,270.txt-politics
1166,271.txt,"                   Tory leader unveils spending plan
0  Tory leader Michael Howard says his party can ...
1  The money would be ploughed back into frontlin...
2  The bulk of the £35bn saved by tackling bureau...
3  Mr Howard is expected to say that around £6bn ...
4  Mr Howard said: ""All this adds up to a bottom ...",politics,271.txt-politics
1167,272.txt,"                     Kennedy looks to election gains
0  They may not know quite how to describe their ...
1  But the Liberal Democrats are entering the exp...
2  And Mr Kennedy was not falling into that trap ...
3  The gap between Labour and the Tories was now ...
4  There was a time when such optimistic sounds c...
5  Labour, in particular, fears that disillusione...",politics,272.txt-politics
1168,273.txt,"                     'Best person' for top legal job
0  The ""best person for the job"" should be appoin...
1  Under reforms, the post of lord chancellor is ...
2  In December the Lords rejected a plea by curre...
3  Shadow attorney general Dominic Grieve critici...",politics,273.txt-politics
1169,274.txt,"                  The memory driving Brown's mission
0  The memory Gordon Brown says keeps returning t...
1  Mr Brown seems haunted by her eyes, desolate o...
2  I've absolutely no doubt whatsoever this is he...
3  There's also a sense of liberation. If Mr Blai...",politics,274.txt-politics
1170,275.txt,"                     Howard dismisses Tory tax fears
0  Michael Howard has dismissed fears from some C...
1  He defended the package, saying it was a plan ...
2  Tory backbencher Edward Leigh said the proposa...
3  ""On the other side, there are people who say w...
4  The latest Tory plans came as campaigning for ...",politics,275.txt-politics
1171,276.txt,"                    Donor attacks Blair-Brown 'feud'
0  The reported feud between Tony Blair and Gordo...
1  Duncan Bannatyne also attacked the government ...
2  The 52-year-old on Tuesday said was he was rev...
3  Robert Peston's new book has prompted more spe...
4  And he branded the UK government's response to...
5  In a separate development, Robin Cook gave his...",politics,276.txt-politics
1172,277.txt,"                   Howard and Blair tax pledge clash
0  Tony Blair has said voters will have to wait f...
1  The premier was responding to a challenge from...
2  They also spelled out their plans for reduced ...",politics,277.txt-politics
1173,278.txt,"                     What really divides the parties
0  So what is the gap between Labour and the Tori...
1  One Starbucks, one Rymans and one small Greek ...
2  And, to all intents and purposes, we already a...
3  ""Welcome to the unremittingly New Labour media...",politics,278.txt-politics
1174,279.txt,"                   Amnesty chief laments war failure
0  The lack of public outrage about the war on te...
1  In a lecture at the London School of Economics...
2  Ms Khan highlighted detentions without trial, ...
3  The Amnesty secretary-general said a growing g...
4  The human rights groups also had to recognise ...",politics,279.txt-politics
1175,280.txt,"                   Blair sees greater Bush consensus
0  George W Bush will display a more consensual a...
1  The prime minister said Mr Bush had learned mi...
2  Echoing the new US Secretary of State Condolee...
3  Turning to critics' fears that the US was pois...
4  Mr Blair said he believed the president was ke...",politics,280.txt-politics
1176,281.txt,"                   Kilroy-Silk quits 'shameful' UKIP
0  Ex-chat show host Robert Kilroy-Silk has quit ...
1  The MEP said he was ashamed to have joined the...
2  Mr Kilroy-Silk explained his reasons to his Ea...
3  Mr Kilroy-Silk accused his fellow UKIP MEPs of...
4  UKIP won 12 seats and 16.1% of the vote at the...
5  He said his conviction in Britain's right to g...",politics,281.txt-politics
1177,282.txt,"                    Blair blasts Tory spending plans
0  Tony Blair has launched an attack on Conservat...
1  The prime minister has told a Labour Party gat...
2  ""I believe that the Tory plans are as plain a ...
3  Mr Blair went on to list his government's achi...
4  Gordon Brown has addressed the conference behi...
5  Mr Brown warned that the Tories were planning ...",politics,282.txt-politics
1178,283.txt,"                    Lib Dems' 'bold' election policy
0  Charles Kennedy has told voters his Liberal De...
1  With the other two big parties battling over w...
2  Labour and the Tories have attacked his polici...
3  Inevitably they insist there is no need to rai...
4  Similarly there is a different tone to the Lib...",politics,283.txt-politics
1179,284.txt,"                         Kennedy's cautious optimism
0  Charles Kennedy is far too canny to make any g...
1  In his 22 years in the Commons, he has seen hi...
2  But doesn't that lead to the jibe that his is ...
3  Mr Kennedy is also eager to dispel any impress...
4  He insists his three headline commitments, to ...
5  ""We are being straightforward with people, say...
6  ""That is a clear cut choice for people, one I ...",politics,284.txt-politics
1180,285.txt,"                    Hague 'given up' his PM ambition
0  Former Conservative leader William Hague says ...
1  Mr Hague, 43, told the Daily Telegraph he woul...
2  He told the newspaper: ""I don't know whether I...",politics,285.txt-politics
1181,286.txt,"                   UKIP candidate suspended in probe
0  Eurosceptic party UKIP have suspended a candid...
1  John Houston, 54, was due to stand in the East...
2  Peter Nielson, who is UKIP Scotland chairman, ...",politics,286.txt-politics
1182,287.txt,"                   Boothroyd calls for Lords speaker
0  Betty Boothroyd has said the House of Lords ne...
1  Baroness Boothroyd, who was the first woman to...
2  ""I think we need to look very carefully at the...
3  Lady Boothroyd said she believed it was unacce...",politics,287.txt-politics
1183,288.txt,"                     New UKIP defection to 'Veritas'
0  The UK Independence Party has lost one of its ...
1  Damian Hockney said ex-chatshow host Mr Kilroy...
2  Details of the coming week's events were hamme...
3  On the suspension of Mr Houston, UKIP said tho...
4  The document reportedly said: ""We're looking f...",politics,288.txt-politics
1184,289.txt,"                     Baron Kinnock makes Lords debut
0  Former Labour leader Neil Kinnock has official...
1  He will be known Baron Kinnock of Bedwellty - ...
2  After a brief career as a tutor for the Worker...",politics,289.txt-politics
1185,290.txt,"                       Terror powers expose 'tyranny'
0   The Lord Chancellor has defended government pl...
1   Lord Falconer insists that the proposals do no...
2   There is a mortal danger aimed at the heart of...
3   But in the 66 years that I have been alive, th...
4   I was born on 25 August, 1938. The mortal thre...
5   We were threatened by the nuclear holocaust, t...
6   It is based and funded abroad; so was the IRA....
7   An interesting article - its good to see widen...
8   I agree with Frederick Forsyth. We really can'...
9   In this overly 'politically correct' society, ...
10  The threat now is new. You cannot compare the ...
11  The problem with this issue is not that it isn...
12  As somebody of Chinese origin, I can say that ...
13  I agree. Terrorists intend to spread fear but ...
14  I absolutely agree with Frederick Forsyth. Yes...
15  If the government has its way with ID cards, t...
16  I agree wholeheartedly with Mr Forsyth. I am s...
17  When you look at today's Britain, you realise ...
18  Frederick Forsyth puts it beautifully. The gov...
19  An interesting view but missing two crucial fa...
20  He's correct in most of what he says. Mind you...
21  Surely we the public would be better protected...
22  I don't usually have much time for Mr Forsyth'...
23  Mr Forsyth has expressed exactly what my gut f...
24  Mr Forsyth seems to forget that killings in th...
25  Forsyth is wrong. The nature of the current th...
26  I'd say that that the likelihood of an attack ...
27  I agree wholeheartedly with Mr Forsyth. The ve...
28  I am slightly older than Mr Forsyth and theref...
29  How true. There are extremely worrying paralle...
30  Mr Forsyth has forgotten one key point; the te...
31  Frederic Forsythe's comments seem to me to be ...
32  I am reminded of a quote attributed to Thomas ...
33  The government are faced with an incredibly di...
34  Frederick Forsyth's rhetoric is absurd and his...
35  I rarely find myself agreeing with My Forsyth,...
36  I agree absolutely. By introducing fascist typ...
37  I do not usually agree with Mr. Forsyth, but h...
38  Although, in principle I agree with him, Frede...
39  Yes, I agree with Mr. Forsyth's views. I do no...
40  Mr Forsyth is a wonderful writer and should ke...
41  Thomas Hobbes would be smiling in his grave at...
42  I agree with Mr Forsyth's views. The governmen...
43  Of course Frederick is wrong about Britain win...
44  My background is somewhat similar to Freddie's...
45  Whilst the principle of keeping potential terr...
46  I see that opinion on Mr Forsyth's remarks are...
47  I never thought it possible for me to agree wi...
48  This government, with much fanfare, signs us u...
49  Like many of your respondents, I wouldn't usua...
50  I agree with Mr Forsyth. Just look at the fact...
51  I agree in many ways with what Mr Forsyth has ...
52  I accept that the intentions of these policies...
53  Being eight years older than Frederick Forsyth...
54  What can I add to Mr. Forsyth's eloquently put...",politics,290.txt-politics
1186,291.txt,"                    'Super union' merger plan touted
0  Two of Britain's big trade unions could merge ...
1  The move by Amicus and the Transport and Gener...",politics,291.txt-politics
1187,292.txt,"                   UKIP MEP attacked German 'empire'
0  A UK Independence Party MEP suggested Germany ...
1  The documentary showed Mr Nattrass, apparently...
2  The documentary showed some of the tensions be...
3  Later in unguarded, off-air comments in a tele...",politics,292.txt-politics
1188,293.txt,"                      Kilroy launches 'Veritas' party
0   Ex-BBC chat show host and East Midlands MEP Ro...
1   Mr Kilroy-Silk promised a ""firm but fair"" poli...
2   Mr Kilroy-Silk quit UKIP last week after month...
3   Mr Hockney also left UKIP saying Mr Kilroy-Sil...
4         Veritas? It's the BNP in an expensive suit!
5   It's all well and good Robert Kilroy-Silk clai...
6   I think that his views regarding immigration a...
7   Good to see the parties of the right splinteri...
8   All mouth and trousers. A clown. Trouble is, a...
9   Whatever Kilroy-Silk and UKIP do, none of thei...
10  Hopefully this all this fighting within euro-s...
11  At last an impetus for increasing the likely 4...
12  Both UKIP and RK-S are representatives of smal...
13  Many people believe you Kilroy. You may even b...
14  The very idea of political parties born out of...
15  I've always thought that Kilroy-Silk was a sel...
16  Brilliant, about time this country had a plaus...
17  Having seen the recent BBC 3 documentary and w...
18  Fantastic news. Pro-Europeans now have far les...
19  As a euro-enthusiast I could not be more delig...
20  If every politician with ambitions to lead the...
21  Whilst not being a great fan of Kilroy I do ag...
22  Does anyone else think that it is ironic that ...
23  I think Mr Kilroy-Silk has got a very good poi...
24  Honestly, who really cares? Man with tan leave...
25  As one of Kilroy-Silk's East Midlands constitu...
26  UKIP tried hard to accommodate Robert Kilroy S...
27  Kilroy is an able communicator and a capable p...
28  Oh please! This is an amusing irrelevance. The...
29  The refreshing thing about Robert is that he i...
30  The electorate of the East Midlands voted not ...
31  I wouldn't write off Kilroy-Silk. While he's a...
32  Good luck to Kilroy though I think he is doing...
33  The man I once found cringe worthy on Day time...
34  Great Stuff. The longer the UK dithers over Eu...
35  This is just what the Europhiles pray for. As ...
36  Thank goodness that Kilroy-Silk has gone - now...
37  It is very sad to see the cause of Britain reg...
38  UKIP has a wide platform of policies, not just...
39  If he believes in truth and democracy then he ...
40  So UKIP was good enough for him to lead, not g...
41  Interesting that a party committed to plain sp...
42  Every opinion poll points to an overwhelming a...
43  Well if you cannot get enough limelight being ...
44  Let's hope this is the start of both UKIP and ...
45  Veritas? The name will doom it. But perhaps I ...",politics,293.txt-politics
1189,294.txt,"                     Civil servants in strike ballot
0  The UK's biggest civil service union is to bal...
1  The Public and Commercial Services Union will ...
2  PCS leader Mark Serwotka warned there could be...
3  ""For a government that lectures everyone on ch...
4  Opposition to raising the retirement age is ""o...",politics,294.txt-politics
1190,295.txt,"                   Blair Labour's longest-serving PM
0  Tony Blair has become the Labour Party's longe...
1  The 51-year-old premier has marked his 2,838th...
2  Mr Blair's other political firsts include beco...
3  Gordon Brown, chancellor of the exchequer unde...",politics,295.txt-politics
1191,296.txt,"                   Tories leave door open for Archer
0  The Conservative Party would deal ""sympathetic...
1  Dr Liam Fox told BBC One's Breakfast with Fros...
2  A jury ruled that Lord Archer lied during a li...
3  He won damages after the newspaper printed all...
4  Tory peer Lord Tebbit said he agreed with Dr F...",politics,296.txt-politics
1192,297.txt,"                     Mandelson warns BBC on Campbell
0  The BBC should steer away from ""demonising"" ex...
1  The European commissioner and former Labour mi...
2  The affair prompted the resignation of BBC cha...
3  Mr Mandelson, a former Labour communications d...
4  Mr Campbell is acting as an adviser for Labour...",politics,297.txt-politics
1193,298.txt,"                    'Debate needed' on donations cap
0  A cap on donations to political parties should...
1  Fears that big donors can buy political favour...
2  There were almost £68m in reported donations t...
3  Even without changes the commission does urge ...
4  The report suggests doubling the money which c...",politics,298.txt-politics
1194,299.txt,"                   Conservative backing for ID cards
0  The Tories are to back controversial governmen...
1  The shadow cabinet revealed its support ahead ...
2  They have said the scheme is ""deeply flawed"" a...
3  They said they would also press Labour over wh...
4  Lib Dem home affairs spokesman Mark Oaten said...",politics,299.txt-politics
1195,300.txt,"                   Howard denies split over ID cards
0  Michael Howard has denied his shadow cabinet w...
1  The Tory leader said his front bench team had ...
2  Tory sources say senior party figures had argu...
3  He acknowledged there were ""good libertarian a...
4  Sources within the party told the BBC Mr Howar...
5  They said they would also press Labour over wh...
6  The chairman of the Bar Council, Guy Mansfield...",politics,300.txt-politics
1196,301.txt,"                     Taxes must be trusted - Kennedy
0  Public trust in taxes is breaking down because...
1  A day ahead of the government's pre-Budget rep...
2  Speaking at the Commonwealth Club, Mr Kennedy ...
3  Those cutbacks would free up funds for increas...
4  The Lib Dems say the Tories have only laid out...
5  Conservative co-chairman Liam Fox said: Liam F...",politics,301.txt-politics
1197,302.txt,"                    Galloway targets 'New Labour' MP
0  George Galloway is to stand against pro-Iraq w...
1  Mr Galloway, who on Thursday won £150,000 in l...
2  Mr Galloway's current constituency is set to d...
3  The 50-year-old MP launched Respect, the Unity...
4  He added: ""Here in this constituency of Bethna...
5  A month later it gained a council seat in a by...",politics,302.txt-politics
1198,303.txt,"              Election deal faltered over Heath role
0  The Tories failed to hold onto power in 1974 a...
1  Documents released after 30 years reveal the f...
2  Sir Edward, who had received more votes but ha...
3  Hours later Sir Edward's hopes of a deal unrav...
4  ""They feel they could not agree to serve as lo...
5  Four hours later, Sir Edward called the Libera...",politics,303.txt-politics
1199,304.txt,"                     UKIP outspent Labour on EU poll
0  The UK Independence Party outspent both Labour...
1  UKIP, which campaigned on a slogan of ""Say no ...",politics,304.txt-politics
1200,305.txt,"                    Labour battle plan 'hides Blair'
0  The Tories have accused Tony Blair of being ""t...
1  In a break with tradition, the party will ditc...
2  He promised ""the most positive and upbeat elec...
3  ""At a time when the British people are looking...
4  The tone of the campaign, said Mr Milburn, wou...
5  In previous elections, each party leader has h...
6  Mr Milburn said no decision had been taken yet...",politics,305.txt-politics
1201,306.txt,"                   Campbell returns to election team
0  Ex-Downing Street media chief Alastair Campbel...
1  Mr Campbell has consistently made public his k...
2  Mr Campbell quit Number 10 in August 2003 afte...
3  But she said his return would not put anybody ...
4  Labour strategists told the paper he would be ...",politics,306.txt-politics
1202,307.txt,"                   Conservative MP defects to Labour
0  A Conservative MP and former minister has defe...
1  Robert Jackson, 58, MP for Wantage in Oxfordsh...
2  Mr Blair said Mr Jackson was a ""decent, fair-m...",politics,307.txt-politics
1203,308.txt,"                    Tory 'stalking horse' Meyer dies
0  Sir Anthony Meyer, the Tory backbencher who ch...
1  He was 84, had been suffering from cancer for ...",politics,308.txt-politics
1204,309.txt,"                   UK youth 'interested' in politics
0  The majority of young people are interested in...
1  Research undertaken for voting watchdog the El...
2  Electoral Commission boss Sam Younger said: ""W...",politics,309.txt-politics
1205,310.txt,"                   MPs issued with Blackberry threat
0  MPs will be thrown out of the Commons if they ...
1  The £200 handheld computers can be used as a p...
2  The use of electronic devices in the Commons c...",politics,310.txt-politics
1206,311.txt,"                   Talks aim to avert pension strike
0  Talks aimed at averting a series of national s...
1  Five public sector unions will hold private ta...
2  The five unions meeting Mr Prescott want the g...
3  Unison's 800,000 workers, the Transport and Ge...",politics,311.txt-politics
1207,312.txt,"                   Stalemate in pension strike talks
0  Talks aimed at averting national strikes over ...
1  Five public sector unions met Deputy Prime Min...
2  A spokesman for Unison, Britain's biggest unio...
3  Privately ministers believe this will be the ""...
4  Unison's 800,000 workers, the Transport and Ge...",politics,312.txt-politics
1208,313.txt,"                     Parties warned over 'grey vote'
0  Political parties cannot afford to take older ...
1  A survey for the charity suggests 69% of over-...
2  He also called for measures to combat ageism a...
3  The report was welcomed by Conservative shadow...",politics,313.txt-politics
1209,314.txt,"                   Blair to face trust issue head on
0  Tony Blair says he will be facing the issue of...
1  During a question and answer session with firs...
2  By talking through policies at least people un...",politics,314.txt-politics
1210,315.txt,"                   CSA chief who 'quit' still in job
0  The head of the ""failing"" Child Support Agency...
1  Doug Smith's departure was announced by Work S...
2  Mr Smith's departure was reported widely at th...
3  On that day's Today programme Mr Johnson was a...
4  Tory work and pensions spokesman David Willett...
5  The work and pensions committee launched their...
6  In November, when he surprised MPs and the wat...
7  He added his committee was ""duty bound"" to all...",politics,315.txt-politics
1211,316.txt,"                    Blair moves to woo Jewish voters
0  Tony Blair has pledged to ""never, ever, ever"" ...
1  The prime minister told the Jewish Chronicle: ...
2  One poster depicted Mr Howard and his shadow c...
3  Others compared the image to the character Fag...
4  Mr Blair also defended his party's attitude to...
5  Neither the Conservatives nor the Liberal Demo...",politics,316.txt-politics
1212,317.txt,"                      Parties' plans for council tax
0  Anger at council tax rises spilled over into m...
1  Pensioners' protests spread - some marched, ot...
2  Labour says it wants to retain the property-ba...
3  The Tories have promised a reduction on bills ...
4  The Liberal Democrats want to do away with the...",politics,317.txt-politics
1213,318.txt,"                     Labour in constituency race row
0  Labour's choice of a white candidate for one o...
1  Local councillor Lyn Brown was selected for We...
2  Ashok Vishwanathan of Operation Black Vote, wh...
3  Last month the chairman of the Commission for ...",politics,318.txt-politics
1214,319.txt,"                     MPs tout Lords replacement plan
0  A group of MPs has tried to raise the pressure...
1  The cross-party group has unveiled a draft bil...
2  But the all-party group, including Tories Ken ...
3  There would be 385 MSCPs, including 270 electe...
4  The group believes pressure is growing for cha...",politics,319.txt-politics
1215,320.txt,"                   Hague's six-figure earnings shown
0  The rewards of leaving front-bench politics ar...
1  The register shows former Tory leader William ...
2  Mr Milburn was away from the frontbench for ju...
3  Former Defence Secretary Michael Portillo make...
4  Tony Blair's entry confirms that King Abdullah...",politics,320.txt-politics
1216,321.txt,"                   Schools to take part in mock poll
0  Record numbers of schools across the UK are to...
1  Some 600 schools have already signed up for th...
2  He added: said ""Young people who are engaged a...",politics,321.txt-politics
1217,322.txt,"                    Parties build up poll war chests
0  The Labour Party received more than £5m in don...
1  This is nearly half of the £11,724,929 receive...
2  This followed an earlier donation of the same ...
3  Also among the gifts to the Tories were 24 don...",politics,322.txt-politics
1218,323.txt,"                     Kennedy predicts bigger turnout
0  Voters' ""pent up passion"" could confound predi...
1  The Liberal Democrat leader predicted concerns...
2  Mr Cook, who is giving evidence to the Power i...",politics,323.txt-politics
1219,324.txt,"                    Iraq advice claim sparks new row
0  The Tories say ministers must respond in Parli...
1  Downing Street has denied the claims, made in ...
2  The government has consistently refused to pub...
3  But a short statement about Lord Goldsmith's p...
4  Mr Sands told Newsnight the government had pre...
5  Tory leader Michael Howard reiterated calls fo...
6  In a statement to Newsnight, Lord Goldsmith sa...",politics,324.txt-politics
1220,325.txt,"                    UKIP could sue Veritas defectors
0  The UK Independence Party could take legal act...
1  Damian Hockney, now Veritas deputy leader, and...
2  She said: ""The party has taken legal advice an...",politics,325.txt-politics
1221,326.txt,"                          Prime minister's questions
0  So who, if anyone, is playing politics with th...
1  Michael Howard has no doubt it is the prime mi...
2  What this is really about, believes Mr Blair, ...
3  As is his habit nowadays, the prime minister w...",politics,326.txt-politics
1222,327.txt,"                   Goldsmith denies war advice claim
0  The attorney general has denied his statement ...
1  Lord Goldsmith said Lord Falconer and Baroness...
2  In a statement, Lord Goldsmith said: ""I was fu...
3  ""No other minister or official was involved in...
4  Earlier, Tony Blair dismissed questions about ...
5  On the question of whether such papers have al...
6  The claims about Lord Falconer and Baroness Mo...
7  A short statement about Lord Goldsmith's posit...",politics,327.txt-politics
1223,328.txt,"                     Goldsmith: 'I was not leant on'
0  The attorney general has again denied being ""l...
1  Claims a written answer on the legality of the...
2  Last week Lord Goldsmith said in a statement: ...
3  Tony Blair has dismissed questions about the a...",politics,328.txt-politics
1224,329.txt,"                   Tory expert denies defeat warning
0  The Conservatives' campaign director has denie...
1  The Times on Monday said Australian Lynton Cro...",politics,329.txt-politics
1225,330.txt,"                   Manchester wins Labour conference
0  The Labour Party will hold its 2006 autumn con...
1  The much trailed decision was ratified by Labo...
2  For years the main political parties have rota...
3  Colin Asplin, Blackpool Hotel Association said...",politics,330.txt-politics
1226,331.txt,"                    Labour attacked on Howard poster
0  Labour has been accused of using anti-Semitic ...
1  The poster shows Mr Howard hypnotising people ...
2  The hypnotism poster has been compared to the ...
3  Jewish Chronicle editor Ned Temko said there h...
4  The poster is among one of a series of ideas s...",politics,331.txt-politics
1227,332.txt,"                     Milburn defends poster campaign
0  Labour's election chief Alan Milburn has defen...
1  Mr Milburn said he appreciated people's concer...
2  A row was sparked after the party published po...
3  The posters were among a series of ideas shown...
4  The posters were among a series of ideas shown...
5  ""Given the outrage that that smear caused then...",politics,332.txt-politics
1228,333.txt,"                   Kilroy names election seat target
0  Ex-chat show host Robert Kilroy-Silk is to con...
1  Labour's Elizabeth Blackman won the seat in 19...
2  On Thursday, he told a London news conference ...
3  UKIP leader Roger Knapman says he is glad to s...
4  UKIP's chairman Petrina Holdsworth has said th...",politics,333.txt-politics
1229,334.txt,"                    Immigration to be election issue
0  Immigration and asylum have normally been issu...
1  But no longer. Both Labour and the Tories have...
2  The Tories are already committed to imposing a...
3  Now Home Secretary Charles Clarke has come up ...
4  But, while all the parties appear to agree the...
5  ""My concern is that, whilst the Labour Party a...",politics,334.txt-politics
1230,335.txt,"                    Kennedy begins pre-election tour
0  Liberal Democrat leader Charles Kennedy has be...
1  Mr Kennedy is visiting constituencies in Somer...
2  Stops in Shrewsbury, North Dorset, Liverpool, ...
3  Mr Kennedy said the British public felt let do...",politics,335.txt-politics
1231,336.txt,"                   Labour's core support takes stock
0  Tony Blair has told Labour supporters he's ""ba...
1  ""The electorate are keener on the government t...
2  But the two friends were fired up by Gordon Br...
3  ""There was real passion. I think we have all f...
4  Tony Martin, of Burnley, said: ""He is the firs...
5  A party of councillors from Nottingham agreed ...
6  They were also scathing about the alleged bene...
7  ""It is no good having the Sage or Baltic if yo...
8  Every activist I spoke to said they were proud...",politics,336.txt-politics
1232,337.txt,"                    Campaign 'cold calls' questioned
0  Labour and the Conservatives are still telepho...
1  The parties say they can stick to the rules by...
2  But seven million telephone numbers are on the...
3  The rules on marketing calls apply as much to ...
4  He said the party always asked people if they ...
5  Earlier, Lib Dem chairman Matthew Taylor wrote...",politics,337.txt-politics
1233,338.txt,"                     Lib Dems highlight problem debt
0  People vulnerable to problem debts should be a...
1  Vincent Cable says one in eight households alr...
2  ""Were economic conditions to deteriorate at al...
3  Mr Cable added that the Office of Fair Trading...
4  The Liberal Democrats say in the northern citi...",politics,338.txt-politics
1234,339.txt,"                   Lib Dems target first-time buyers
0  The Liberal Democrats have unveiled plans to b...
1  The party's scheme would allow people to buy a...
2  All the major parties are focusing on the issu...
3  They would spend about 30% of their monthly sa...
4  There are also plans to prevent high house pri...
5  The Conservatives claimed the plans would amou...",politics,339.txt-politics
1235,340.txt,"                   Lib Dems unveil women's manifesto
0  The Liberal Democrats are attempting to woo fe...
1  Charles Kennedy is pledging a maternity income...
2  He says that pensions based on the number of y...
3  Mr Kennedy also points to the fact that 40% of...
4  Party strategists believe winning over a signi...",politics,340.txt-politics
1236,341.txt,"                    Kennedy questions trust of Blair
0  Lib Dem leader Charles Kennedy has said voters...
1  He said backing his party was not a wasted vot...
2  Mr Kennedy said during his nearly 22 years in ...
3  ""What we've got to do as a party - what I've g...",politics,341.txt-politics
1237,342.txt,"                    Brown outlines third term vision
0  Gordon Brown has outlined what he thinks shoul...
1  He said ensuring every child in Britain had th...
2  Writing in the Guardian newspaper, Mr Brown ou...",politics,342.txt-politics
1238,343.txt,"                   Labour's Cunningham to stand down
0  Veteran Labour MP and former Cabinet minister ...
1  One of the few Blair-era ministers to serve un...
2  During Labour's long period in opposition, Mr ...",politics,343.txt-politics
1239,344.txt,"                    Will Tory tax cuts lift spirits?
0  Michael Howard has finally revealed the full s...
1  Should he win the next general election, he ha...
2  All the money would come from its £35 billion ...
3  Neither Mr Howard nor Mr Letwin would say exac...
4  It is a move back towards an almost traditiona...
5  The extension of that, however, was that Labou...
6  One of New Labour's greatest successes before ...",politics,344.txt-politics
1240,345.txt,"                   Teenagers to be allowed to be MPs
0  Teenagers will be able to become MPs under pla...
1  In a written statement, Constitutional Affairs...
2  The announcement from Mr Leslie - who was elec...
3  Currently candidates in both local and nationa...",politics,345.txt-politics
1241,346.txt,"                          Labour's four little words
0  Labour has unveiled the four little words that...
1  The slogan ""Britain forward not back"" (no, it'...
2  Mr Milburn, in the latest in his series of pre...
3  Nobody, he claimed, could picture Liberal Demo...",politics,346.txt-politics
1242,347.txt,"                     Tories outlining policing plans
0  Local communities would be asked to go to the ...
1  Party leader Michael Howard said the new role ...
2  Responding to the plans, the chairman of the P...
3  Jan Berry said: ""It is a service, not a politi...
4  Critics fear the move could hand control of th...
5  Liberal Democrat home affairs spokesman Mark O...",politics,347.txt-politics
1243,348.txt,"                    TV debate urged for party chiefs
0  Broadcasters should fix a date for a pre-elect...
1  It would then be up to Tony Blair, Michael How...
2  Lord Holme's proposal for a televised debate c...
3  If Mr Blair did not want to take part, the bro...
4  Lord Holme, who has campaigned for televised d...
5  Lord Holme argued that as part of their public...
6  ""If the prime minister's reported position is ...",politics,348.txt-politics
1244,349.txt,"                    Chancellor rallies Labour voters
0  Gordon Brown has issued a rallying cry to supp...
1  The chancellor said the poll - expected to fal...
2  To a packed audience at Gateshead's Sage Centr...
3  ""This will be the central dividing line at the...
4  He also pledged to continue the fight against ...
5  He also highlighted plans for 100% debt relief...
6  Liberal Democrat shadow chancellor Vince Cable...",politics,349.txt-politics
1245,350.txt,"                     Brown 'proud of economy record'
0  Gordon Brown has delivered a rousing speech to...
1  The chancellor said he was proud of his party'...
2  Analysing Mr Brown's position before the speec...
3  On Friday night, Mr Brown confirmed he would n...
4  Following the chancellor's keynote speech, the...
5  And he confirmed Mr Blair's insistence that no...",politics,350.txt-politics
1246,351.txt,"                     Fox attacks Blair's Tory 'lies'
0  Tony Blair lied when he took the UK to war so ...
1  Tory co-chairman Liam Fox was speaking after M...
2  The prime minister ratcheted up Labour's pre-e...
3  In what was seen as a highly personal speech i...
4  Mr Blair said that whether the public chose Mi...
5  Meanwhile Lib Dem leader Charles Kennedy is ex...",politics,351.txt-politics
1247,352.txt,"                     Blair joins school sailing trip
0  The prime minister has donned a life jacket an...
1  Tony Blair sailed across the lake in Bromsgrov...
2  Afterwards he said outdoor activities were ben...
3  The pledge on education - ""your child achievin...
4  Parents and teachers who met Mr Blair on Tuesd...",politics,352.txt-politics
1248,353.txt,"                          Analysis: No pain, no gain?
0   He called it his ""masochism strategy"" in the r...
1   The idea is simple - the prime minister goes h...
2   Labour knows it has been damaged by accusation...
3   The trouble began on the Wright Stuff show, wi...
4   Writer Neil Coppendale, from West Sussex, aske...
5   Mr Blair tried to use the questioners' first n...
6   James Humphreys, ex-head of corporate communic...
7   He must remember with gritted teeth his confro...
8   Former prime ministers too have come to grief ...
9   It may have left him splattered with eggs and ...
10                                                was
11  prime minister and I wanted a flesh and blood ...",politics,353.txt-politics
1249,354.txt,"                     Brown names 16 March for Budget
0  Chancellor Gordon Brown will deliver his Budge...
1  The Budget, likely to be the last before the G...
2  Next month's Budget will be Mr Brown's ninth s...
3  The full Finance Bill, with the Budget measure...",politics,354.txt-politics
1250,355.txt,"                    Lib Dems stress Budget trust gap
0  Public trust in the handling of the economy ca...
1  City experts say there is a £10bn ""black hole""...
2  In his report, Mr Brown insisted he was on cou...
3  Mr Cable also accused the chancellor of duckin...
4  Mr Cable said 40% of all pensioners were now p...",politics,355.txt-politics
1251,356.txt,"                   Blair backs 'pre-election budget'
0  Tony Blair has backed Chancellor Gordon Brown'...
1  In a speech in Edinburgh, the prime minister s...
2  He told BBC Radio 4's Today programme: ""No pol...
3  ""That is not what politicians should do, it wo...
4  In a speech at Edinburgh's Napier University, ...
5  ""In every area of work there is a detailed pla...
6  Conservative Shadow chancellor Oliver Letwin s...",politics,356.txt-politics
1252,357.txt,"                    Cabinet anger at Brown cash raid
0  Ministers are unhappy about plans to use White...
1  Gordon Brown reallocated £512m from central to...
2  The central government cash is part of a £1bn ...
3  Mr Raynsford said nearly all central governmen...
4  ""This is a response to the concerns that have ...",politics,357.txt-politics
